comment_text,original_line,field_count,clean_text,sentiment,confidence,topic,emotions,anger,disgust,fear,joy,neutral,sadness,surprise,anger_linguistic,disgust_linguistic,fear_linguistic,joy_linguistic,neutral_linguistic,sadness_linguistic,surprise_linguistic,anger_sentence_count,disgust_sentence_count,fear_sentence_count,joy_sentence_count,neutral_sentence_count,sadness_sentence_count,surprise_sentence_count,dominant_emotion,smart_topic_labels,detected_country,analysis_source,export_timestamp
text: Men know women are SO much more powerful than them and thats why they want to have societies like this.,14,11,text men know women much powerful thats want societies like,negative,0.4602213501930237,-1,"{'anger': 0.03598073869943619, 'disgust': 0.005786289926618338, 'fear': 0.0019235803047195077, 'joy': 0.14925159513950348, 'neutral': 0.6400781869888306, 'sadness': 0.011335618793964386, 'surprise': 0.1556439995765686}",0.03598073869943619,0.005786289926618338,0.0019235803047195077,0.14925159513950348,0.6400781869888306,0.011335618793964386,0.1556439995765686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Other Topics,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: Yeah THEY brainwashed women.. No the Taliban and Islam had brainwashrd you. know Islam, no peace. No islam, know peace.",15,11,text yeah brainwashed women taliban islam brainwashrd know islam peace islam know peace,negative,0.799083948135376,0,"{'anger': 0.030549155548214912, 'disgust': 0.007288530468940735, 'fear': 0.005372154992073774, 'joy': 0.020683178678154945, 'neutral': 0.8686577677726746, 'sadness': 0.04412170499563217, 'surprise': 0.02332763560116291}",0.030549155548214912,0.007288530468940735,0.005372154992073774,0.020683178678154945,0.8686577677726746,0.04412170499563217,0.02332763560116291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: oppression and suppression ....,16,11,text oppression suppression,negative,0.7148551940917969,36,"{'anger': 0.7879408597946167, 'disgust': 0.0763297751545906, 'fear': 0.022825298830866814, 'joy': 0.0024409452453255653, 'neutral': 0.08302689343690872, 'sadness': 0.023420512676239014, 'surprise': 0.004015758633613586}",0.7879408597946167,0.0763297751545906,0.022825298830866814,0.0024409452453255653,0.08302689343690872,0.023420512676239014,0.004015758633613586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger,Oppression & Barbaric,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Strong educated happy woman is way to happy society,17,11,text strong educated happy woman way happy society,positive,0.9282483458518982,0,"{'anger': 0.005399454850703478, 'disgust': 0.0007632092456333339, 'fear': 0.00044346475624479353, 'joy': 0.8275971412658691, 'neutral': 0.054816942662000656, 'sadness': 0.008172515779733658, 'surprise': 0.10280738770961761, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.005399454850703478,0.0007632092456333339,0.00044346475624479353,0.8275971412658691,0.054816942662000656,0.008172515779733658,0.10280738770961761,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,joy,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Alot like MAGA instead of improving the country they worry about making laws to control woman,18,11,text alot like maga instead improving country worry making laws control woman,negative,0.774573802947998,0,"{'anger': 0.03306683152914047, 'disgust': 0.0011958765098825097, 'fear': 0.8249553442001343, 'joy': 0.02395693212747574, 'neutral': 0.06228906661272049, 'sadness': 0.0262160487473011, 'surprise': 0.028319889679551125}",0.03306683152914047,0.0011958765098825097,0.8249553442001343,0.02395693212747574,0.06228906661272049,0.0262160487473011,0.028319889679551125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,fear,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: Allah ask believing women to draw their headcover over their bosom not their face. And,He didn't put any punishment down for it. We shouldn't make it an impose law since prophet Jesus/Isa won't just like law of stoning.\n\nDo you hear them figuring out how to separate women in work place. Did prophet separate himself from his female followers or stop them from education?\n\nSick!\n\nTruly God is rooting out ignorant men like their's before return of Messiah. That's part of why there was a war there. Men had their reasons,and God had His too. When you oppressed in any form, your Lord will bring down punishment for harmed.\n\nThink men if there is any understanding left in you. God freedom are for all.\n\nThey are waiting for a Christ and Hz.Mahdi to come looking like men like them. How far are they from truth,when house of Judah migrated before Jesus time to Ireland and became west along with other Israelite tribes and Qaim is suppose to dress like them.",19,11,text allah ask believing women draw headcover bosom face andhe didnt put punishment shouldnt make impose law since prophet jesusisa wont like law stoningnndo hear figuring separate women work place prophet separate female followers stop educationnnsicknntruly god rooting ignorant men like return messiah thats part war men reasonsand god oppressed form lord bring punishment harmednnthink men understanding left god freedom allnnthey waiting christ hzmahdi come looking like men like far truthwhen house judah migrated jesus time ireland became west along israelite tribes qaim suppose dress like,neutral,0.5642832517623901,0,"{'anger': 0.5937696695327759, 'disgust': 0.0011803311062976718, 'fear': 0.005754942540079355, 'joy': 0.43310245871543884, 'neutral': 0.22616417706012726, 'sadness': 0.27200353145599365, 'surprise': 0.24949072301387787, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.5937696695327759,0.0011803311062976718,0.005754942540079355,0.43310245871543884,0.22616417706012726,0.27200353145599365,0.24949072301387787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,sadness,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: Now men want Bacha bāzī,20,11,text men want bacha bāzī,neutral,0.8124430179595947,-1,"{'anger': 0.013370409607887268, 'disgust': 0.0030063174199312925, 'fear': 0.0015618210891261697, 'joy': 0.01959495060145855, 'neutral': 0.89594966173172, 'sadness': 0.011879210360348225, 'surprise': 0.054637666791677475}",0.013370409607887268,0.0030063174199312925,0.0015618210891261697,0.01959495060145855,0.89594966173172,0.011879210360348225,0.054637666791677475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Other Topics,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: Why do they hate women so much, women are life givers with out women, there'd be no humans, seems like they dont want women educated because they fear it",23,11,text hate women much women life givers women thered humans seems like dont want women educated fear,negative,0.908064603805542,0,"{'anger': 0.24616403877735138, 'disgust': 0.0016547520644962788, 'fear': 0.6964268684387207, 'joy': 0.018225397914648056, 'neutral': 0.0034266370348632336, 'sadness': 0.03253747895359993, 'surprise': 0.0015648039989173412}",0.24616403877735138,0.0016547520644962788,0.6964268684387207,0.018225397914648056,0.0034266370348632336,0.03253747895359993,0.0015648039989173412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,fear,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: I hope one day they will all be free and live the lives they choose for themselves, and also of course have acess to education and health the same as the men",24,11,text hope one day free live lives choose also course acess education health men,positive,0.5423137545585632,0,"{'anger': 0.005008521489799023, 'disgust': 0.0008074078941717744, 'fear': 0.0017057715449482203, 'joy': 0.8664590120315552, 'neutral': 0.10168647766113281, 'sadness': 0.009598233737051487, 'surprise': 0.014734642580151558, 'neutral_linguistic': 1.0, 'neutral_sentence_count': 1}",0.005008521489799023,0.0008074078941717744,0.0017057715449482203,0.8664590120315552,0.10168647766113281,0.009598233737051487,0.014734642580151558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,joy,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: All women need to fight together for their rights everyone should be given equal right to education, healthcare, and every other rights",25,11,text women need fight together rights everyone given equal right education healthcare every rights,positive,0.5099378228187561,0,"{'anger': 0.439040869474411, 'disgust': 0.004068644717335701, 'fear': 0.08122481405735016, 'joy': 0.0916697084903717, 'neutral': 0.33713361620903015, 'sadness': 0.029139656573534012, 'surprise': 0.017722705379128456, 'love_linguistic': 1.0, 'love_sentence_count': 1}",0.439040869474411,0.004068644717335701,0.08122481405735016,0.0916697084903717,0.33713361620903015,0.029139656573534012,0.017722705379128456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: God help the women of Afghanistan pls god give them freedom show some mercy to them , give the women courage to fight against these demons , give them strength to fight they need to save themselves",26,11,text god help women afghanistan pls god give freedom show mercy give women courage fight demons give strength fight need save,positive,0.45663556456565857,0,"{'anger': 0.0235760398209095, 'disgust': 0.0011975087691098452, 'fear': 0.24787235260009766, 'joy': 0.5399507880210876, 'neutral': 0.12885159254074097, 'sadness': 0.047933630645275116, 'surprise': 0.010618044063448906, 'fear_linguistic': 1.0, 'anger_linguistic': 1.0, 'fear_sentence_count': 1, 'anger_sentence_count': 1}",0.0235760398209095,0.0011975087691098452,0.24787235260009766,0.5399507880210876,0.12885159254074097,0.047933630645275116,0.010618044063448906,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,fear,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: Our only hope is The National Resistance Front of Afghanistan, it's founder and leader is Ahmad Massoud. This small army is mostly made up from Tajiks or Persians fighting for freedom and women-men equality in the south of Afghanistan.  With the help of our lord Allah one day we will be free. Pray for them..",27,11,text hope national resistance front afghanistan founder leader ahmad massoud small army mostly made tajiks persians fighting freedom womenmen equality south afghanistan help lord allah one day free pray,neutral,0.7131942510604858,-1,"{'anger': 0.04677800089120865, 'disgust': 0.0004676037060562521, 'fear': 0.040672946721315384, 'joy': 0.7425575256347656, 'neutral': 0.07909379154443741, 'sadness': 0.03707296401262283, 'surprise': 0.05335715785622597, 'anger_linguistic': 1.0, 'anger_sentence_count': 1}",0.04677800089120865,0.0004676037060562521,0.040672946721315384,0.7425575256347656,0.07909379154443741,0.03707296401262283,0.05335715785622597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,joy,Other Topics,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: You should go to Gaza and do the videos.\nAfghanistan is not your business, they live peacefully.",28,11,text gaza videosnafghanistan business live peacefully,negative,0.6481598615646362,14,"{'anger': 0.049945563077926636, 'disgust': 0.0016250299522653222, 'fear': 0.0016523473896086216, 'joy': 0.9073094725608826, 'neutral': 0.028432544320821762, 'sadness': 0.00541239557787776, 'surprise': 0.005622523371130228}",0.049945563077926636,0.0016250299522653222,0.0016523473896086216,0.9073094725608826,0.028432544320821762,0.00541239557787776,0.005622523371130228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,joy,Jazeera & Aljazeera,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: The American destroyed everything. And created the terrorist there and they ran way from there.  😢😢. Now the America responsible for it 😊,29,11,text american destroyed everything created terrorist ran way america responsible,negative,0.9295399188995361,-1,"{'anger': 0.7915379405021667, 'disgust': 0.0028494384605437517, 'fear': 0.07252564281225204, 'joy': 0.008069085888564587, 'neutral': 0.08239326626062393, 'sadness': 0.01340416818857193, 'surprise': 0.029220471158623695}",0.7915379405021667,0.0028494384605437517,0.07252564281225204,0.008069085888564587,0.08239326626062393,0.01340416818857193,0.029220471158623695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger,Other Topics,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: I think instead of bombing on each other's powerful countries should take a look at the middle east , I know they can change these poor people life",30,11,text think instead bombing others powerful countries take look middle east know change poor people life,neutral,0.5451142191886902,34,"{'anger': 0.2559616267681122, 'disgust': 0.0025900532491505146, 'fear': 0.02071591094136238, 'joy': 0.055004771798849106, 'neutral': 0.06503080576658249, 'sadness': 0.5817530751228333, 'surprise': 0.01894371397793293}",0.2559616267681122,0.0025900532491505146,0.02071591094136238,0.055004771798849106,0.06503080576658249,0.5817530751228333,0.01894371397793293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,sadness,Poverty & Aid,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: They should have stuck with Buddhism.,31,11,text stuck buddhism,negative,0.5641952157020569,3,"{'anger': 0.026403270661830902, 'disgust': 0.010575675405561924, 'fear': 0.002201068913564086, 'joy': 0.0030479764100164175, 'neutral': 0.9029169082641602, 'sadness': 0.023638200014829636, 'surprise': 0.03121696226298809}",0.026403270661830902,0.010575675405561924,0.002201068913564086,0.0030479764100164175,0.9029169082641602,0.023638200014829636,0.03121696226298809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral,Religion & Belief,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: We prefer not to have to see or hear fish. Afghanistan sounds like paradise!!!,32,11,text prefer see hear fish afghanistan sounds like paradise,neutral,0.3815229535102844,0,"{'anger': 0.0014570128405466676, 'disgust': 0.0008179089636541903, 'fear': 0.00042410308378748596, 'joy': 0.9634764790534973, 'neutral': 0.020432885736227036, 'sadness': 0.0028113573789596558, 'surprise': 0.010580365546047688}",0.0014570128405466676,0.0008179089636541903,0.00042410308378748596,0.9634764790534973,0.020432885736227036,0.0028113573789596558,0.010580365546047688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,joy,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: I am an Afghan woman who was studying at Kabul University before being prohibited from continuing my education. Despite the challenges, I refused to give up and earned a scholarship from the University of Lynchburg in USA. However, I still need $20,000 to make this dream a reality.\n\nEducation is my path to empowerment, and I won’t let financial barriers stop me. If anyone can offer support whether a loan, donation, or guidance, I would be deeply grateful. Every bit of help brings me closer to my goal. Please reach out if you can assist or share resources.",33,11,text afghan woman studying kabul university prohibited continuing education despite challenges refused give earned scholarship university lynchburg usa however still need make dream realitynneducation path empowerment wont let financial barriers stop anyone offer support whether loan donation guidance would deeply grateful every bit help brings closer goal please reach assist share resources,neutral,0.6533583104610443,-1,"{'anger': 0.24822655320167542, 'disgust': 0.0012006909819319844, 'fear': 0.01325356774032116, 'joy': 0.0660516768693924, 'neutral': 0.02266128547489643, 'sadness': 0.6258110404014587, 'surprise': 0.022795164957642555, 'neutral_linguistic': 2.4, 'neutral_sentence_count': 1}",0.24822655320167542,0.0012006909819319844,0.01325356774032116,0.0660516768693924,0.02266128547489643,0.6258110404014587,0.022795164957642555,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0,0,0,0,1,0,0,neutral,Other Topics,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
"text: I don't understand how a bunch of criminals have so much hate on women. Cowards! Even worse, they do it on the name of Allah.",34,11,text dont understand bunch criminals much hate women cowards even worse name allah,negative,0.9527458548545837,0,"{'anger': 0.8265185356140137, 'disgust': 0.13424400985240936, 'fear': 0.005323435179889202, 'joy': 0.0018834738293662667, 'neutral': 0.01823657564818859, 'sadness': 0.011431044898927212, 'surprise': 0.0023630261421203613}",0.8265185356140137,0.13424400985240936,0.005323435179889202,0.0018834738293662667,0.01823657564818859,0.011431044898927212,0.0023630261421203613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: 💔‌its sad no school no education is sooooo unacceptable 😭 💔,35,11,text sad school education sooooo unacceptable,negative,0.9475317001342773,0,"{'anger': 0.002190427854657173, 'disgust': 0.0005246346117928624, 'fear': 0.0007561336969956756, 'joy': 0.003531811526045203, 'neutral': 0.004013405181467533, 'sadness': 0.9796943068504333, 'surprise': 0.009289306588470936, 'sadness_linguistic': 1.0, 'disgust_linguistic': 1.0, 'sadness_sentence_count': 1, 'disgust_sentence_count': 1}",0.002190427854657173,0.0005246346117928624,0.0007561336969956756,0.003531811526045203,0.004013405181467533,0.9796943068504333,0.009289306588470936,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,sadness,Women & Taliban,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: They lucky they get payed for staying at home I hope all country like this,36,11,text lucky get payed staying home hope country like,positive,0.45603489875793457,6,"{'anger': 0.0059696342796087265, 'disgust': 0.0011139808921143413, 'fear': 0.0007111101876944304, 'joy': 0.7361556887626648, 'neutral': 0.09316572546958923, 'sadness': 0.014766247011721134, 'surprise': 0.14811760187149048}",0.0059696342796087265,0.0011139808921143413,0.0007111101876944304,0.7361556887626648,0.09316572546958923,0.014766247011721134,0.14811760187149048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,joy,Country & Singapore,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
text: I think it’s abt control they seem good on media but why are all these restrictions done then,38,11,text think abt control seem good media restrictions done,neutral,0.613667905330658,5,"{'anger': 0.007013383787125349, 'disgust': 0.0013378801522776484, 'fear': 0.0015530940145254135, 'joy': 0.6090542078018188, 'neutral': 0.2663554251194, 'sadness': 0.014291994273662567, 'surprise': 0.10039402544498444}",0.007013383787125349,0.0013378801522776484,0.0015530940145254135,0.6090542078018188,0.2663554251194,0.014291994273662567,0.10039402544498444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,joy,Freedom & Moment,International (English),2024-11-28_o95Mt48xVgM_What women in Afghanistan want you to know _ Start Here.csv,2025-06-12T10:17:11.370787
