comment_text,original_line,clean_text,sentiment,confidence,text_length,topic,emotions,anger,anger_linguistic,anger_sentence_count,fear,fear_linguistic,fear_sentence_count,disgust,disgust_linguistic,disgust_sentence_count,sadness,sadness_linguistic,sadness_sentence_count,joy,joy_linguistic,joy_sentence_count,none of them,none of them_linguistic,none of them_sentence_count,dominant_emotion
"wie alle Lobo hassen. Viele seiner Ansichten und Beobachtungen der letzten Jahre sind für mich immer stimmig gewesen.
Ihr müsst denke ich vom Aussehen und von deinem Duktus abstrahieren",11,lobo hassen viele ansichten beobachtungen letzten jahre immer stimmig müsst denke aussehen duktus abstrahieren,negative,0.9470868706703186,185,1,"{'anger': 0.8284342288970947, 'none of them': 0.06920161098241806, 'sadness': 0.03881099820137024, 'disgust': 0.03718871995806694, 'joy': 0.005490935407578945, 'fear': 0.00033826500293798745, 'none of them_linguistic': 1.0, 'none of them_sentence_count': 1}",0.8284342288970947,0.0,0.0,0.00033826500293798745,0.0,0.0,0.03718871995806694,0.0,0.0,0.03881099820137024,0.0,0.0,0.005490935407578945,0.0,0.0,0.06920161098241806,1.0,1.0,anger
"Der Lanz quatscht ja nur dazwischen. Fürchterlich. 
Und der Schüler, mit 18, meint die Weisheit bereits mit Löffeln gefressen zu haben, weil er, wie jede junge Generation, sich etwas schneller auf den technologischen Fortschritt einstellen kann. Mega. „Wer steht eigentlich noch in der Wissenskette über uns(!) ?“ wow. Hut ab vor so viel Arroganz. Genau dasselbe hätte ich vor 35 Jahren auch in einer Talk Runde absondern können, weil ich ein Lexikon in der Tasche habe, das „schlauer“ ist als alle meine Lehrer zusammen. Hat der Gute mal überlegt, woher es kommt, dass er dort sitzen darf und so elaboriert daher quatschen kann? Das war bestimmt auch ne KI, die ihm das nötige Allgemeinwissen und die rhetorischen Fähigkeiten beigebracht hat, wie? 
Dass Schule und Lernen neu gedacht werden müssen ist eine Sache, und sicherlich völlig richtig. Dass sich allein durch das Vorhandensein von KI-Sprachmodellen nun allerdings Schule, Lehrer oder „Lehrende“ ganz allgemein überflüssig werden, wie es beim Teenager durchklingt, halte ich für ausgemachten Unsinn.",12,lanz quatscht dazwischen fürchterlich schüler meint weisheit bereits löffeln gefressen junge generation schneller technologischen fortschritt einstellen mega wer steht eigentlich wissenskette wow hut arroganz genau hätte jahren talk runde absondern lexikon tasche schlauer lehrer zusammen gute mal überlegt woher kommt sitzen darf elaboriert daher quatschen bestimmt nötige allgemeinwissen rhetorischen fähigkeiten beigebracht schule lernen neu gedacht müssen sache sicherlich völlig richtig allein vorhandensein kisprachmodellen allerdings schule lehrer lehrende ganz allgemein überflüssig beim teenager durchklingt halte ausgemachten unsinn,negative,0.8474590182304382,1058,-1,"{'anger': 0.9541314244270325, 'none of them': 0.026785802096128464, 'disgust': 0.017812596634030342, 'sadness': 0.01439096312969923, 'joy': 0.00634378008544445, 'fear': 0.004922466352581978, 'joy_linguistic': 0.15, 'joy_sentence_count': 1, 'sadness_linguistic': 0.15, 'sadness_sentence_count': 1, 'fear_linguistic': 0.15, 'fear_sentence_count': 1, 'disgust_linguistic': 0.15, 'disgust_sentence_count': 1, 'anger_linguistic': 0.15, 'anger_sentence_count': 1, 'none of them_linguistic': 0.44999999999999996, 'none of them_sentence_count': 1}",0.9541314244270325,0.15,1.0,0.004922466352581978,0.15,1.0,0.017812596634030342,0.15,1.0,0.01439096312969923,0.15,1.0,0.00634378008544445,0.15,1.0,0.026785802096128464,0.44999999999999996,1.0,anger
"Kommunisten schwafflen... niemand will es sehen wie ein Abiturabbrecher darüber schwaffelt wie er Die Welt sieht.. Sollte man nicht lieber über die Todesstrafe philosophieren, bei diesen Gästen?!",13,kommunisten schwafflen niemand sehen abiturabbrecher darüber schwaffelt welt sieht lieber todesstrafe philosophieren gästen,negative,0.9906948804855347,195,-1,"{'anger': 0.9126263856887817, 'disgust': 0.05552691966295242, 'sadness': 0.029804866760969162, 'none of them': 0.017974676564335823, 'joy': 0.005013499408960342, 'fear': 0.0012294721091166139, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.9126263856887817,0.0,0.0,0.0012294721091166139,0.0,0.0,0.05552691966295242,0.0,0.0,0.029804866760969162,0.0,0.0,0.005013499408960342,1.0,1.0,0.017974676564335823,0.0,0.0,anger
"Zumindest hat die KI eine Intelligenz im Gegensstz zu Lobo. Jetzt weiss ich, woher das Wort Lobotomie kommt. Der redet nur Mist und hat keine Ahnung. Schwer zu ertragen, den immer als vermeintlichen Experten zu hören...",14,zumindest intelligenz gegensstz lobo weiss woher wort lobotomie kommt redet mist ahnung schwer ertragen immer vermeintlichen experten hören,negative,0.9693049192428589,219,1,"{'anger': 0.9398155808448792, 'none of them': 0.029712487012147903, 'sadness': 0.017709171399474144, 'disgust': 0.01540676224976778, 'joy': 0.00670171994715929, 'fear': 0.0015242397785186768, 'anger_linguistic': 1.0, 'anger_sentence_count': 1}",0.9398155808448792,1.0,1.0,0.0015242397785186768,0.0,0.0,0.01540676224976778,0.0,0.0,0.017709171399474144,0.0,0.0,0.00670171994715929,0.0,0.0,0.029712487012147903,0.0,0.0,anger
Ich schwöre Markus Lanz ist so hübsch. Der könnte Model oder James Bond Bösewicht sein.,15,schwöre markus lanz hübsch model james bond bösewicht,negative,0.9216799139976501,87,26,"{'anger': 0.7252774238586426, 'none of them': 0.16324405372142792, 'sadness': 0.01950669474899769, 'disgust': 0.019246254116296768, 'joy': 0.014325626194477081, 'fear': 0.00010131140152225271, 'disgust_linguistic': 0.5, 'disgust_sentence_count': 1, 'anger_linguistic': 0.5, 'anger_sentence_count': 1}",0.7252774238586426,0.5,1.0,0.00010131140152225271,0.0,0.0,0.019246254116296768,0.5,1.0,0.01950669474899769,0.0,0.0,0.014325626194477081,0.0,0.0,0.16324405372142792,0.0,0.0,anger
"Sehr spannend, vor allem Frau Müller finde ich klasse, sie spricht mir aus der Seele. Meine beiden Söhne haben Schule verweigert, weil sie hinterfragt haben und die Langeweile nicht mehr ausgehalten haben. 

Über unsere Erfahrungen habe ich ein Buch geschrieben ""Hochbegabt gescheitert - und neue Türen öffnen sich"". Beziehungen und Wertschätzung sind wichtig, ebenso eine allseits gerechte Bildung. Dafür setze ich mich ein und möchte Eltern Mut machen und Lehrkräfte sensibilisieren. 

Das Thema KI wirft nochmal ein ganz neues Licht darauf und beleuchtet großartige Möglichkeiten! 👌",16,spannend frau müller finde klasse spricht seele beiden söhne schule verweigert hinterfragt langeweile mehr ausgehalten erfahrungen buch geschrieben hochbegabt gescheitert neue türen öffnen beziehungen wertschätzung wichtig ebenso allseits gerechte bildung dafür setze möchte eltern mut lehrkräfte sensibilisieren thema wirft nochmal ganz neues licht darauf beleuchtet großartige möglichkeiten,positive,0.9736389815807343,585,0,"{'joy': 0.3871863782405853, 'none of them': 0.337391197681427, 'anger': 0.15935266017913818, 'sadness': 0.04485124349594116, 'disgust': 0.0014551543863490224, 'fear': 7.184676360338926e-05, 'joy_linguistic': 0.75, 'joy_sentence_count': 1, 'none of them_linguistic': 0.25, 'none of them_sentence_count': 1}",0.15935266017913818,0.0,0.0,7.184676360338926e-05,0.0,0.0,0.0014551543863490224,0.0,0.0,0.04485124349594116,0.0,0.0,0.3871863782405853,0.75,1.0,0.337391197681427,0.25,1.0,joy
"Linde Chlada
Kann es wirklich sein, daß vom Bildschirm herunterlesen gleichzusetzen ist mit Bildung?",17,linde chlada wirklich bildschirm herunterlesen gleichzusetzen bildung,neutral,0.985126793384552,100,4,"{'none of them': 0.7253610491752625, 'anger': 0.21552319824695587, 'joy': 0.03013734146952629, 'sadness': 0.011490917764604092, 'disgust': 0.0022910775151103735, 'fear': 0.00013770740770269185}",0.21552319824695587,0.0,0.0,0.00013770740770269185,0.0,0.0,0.0022910775151103735,0.0,0.0,0.011490917764604092,0.0,0.0,0.03013734146952629,0.0,0.0,0.7253610491752625,0.0,0.0,none of them
.... und dann kommt ein Sonnensturm oder auch einfach nur ein Blackout  oder ein Weltkrieg  wer weiß... dann ist das ganze Wissen weg. Das einzige Wissen worauf man dann noch zugreifen kann sind Bücher und das was der Mensch im Kopf hat.,18,kommt sonnensturm einfach blackout weltkrieg wer weiß ganze wissen einzige wissen worauf zugreifen bücher mensch kopf,negative,0.9944441914558411,237,-1,"{'anger': 0.9224252104759216, 'none of them': 0.040053509175777435, 'sadness': 0.01993553712964058, 'disgust': 0.017706699669361115, 'joy': 0.004944693297147751, 'fear': 0.0008913143537938595}",0.9224252104759216,0.0,0.0,0.0008913143537938595,0.0,0.0,0.017706699669361115,0.0,0.0,0.01993553712964058,0.0,0.0,0.004944693297147751,0.0,0.0,0.040053509175777435,0.0,0.0,anger
"Unendliche Dummheit was du das von dir gibst ist nicht mehr auszuhalten. Stichwort Insolvenz und Habeck. Was Habeck von sich gibt ist absoluter Schwachsinn. Wenn eine Firma nichts mehr einnimmt, z.B. weil sie  durch den Lockdown nichts mehr verkaufen kann und die Lieferanten, Löhne  bzw  Betriebskosten nicht mehr bezahlen kann, dann ist sie nicht nur Pleite, sondern MUß Insolvenz anmelden, sonst geht der Chef wegen Insolvenzverschleppung in den Knast, defacto ist die Firma nicht mehr Lebensfähig, aber das geht dem Grünenwähler natürlich nicht in den Kopp, da nützt auch keine Tagesschau in einfacher Sprache etwas.",19,unendliche dummheit gibst mehr auszuhalten stichwort insolvenz habeck habeck gibt absoluter schwachsinn firma mehr einnimmt lockdown mehr verkaufen lieferanten löhne bzw betriebskosten mehr bezahlen pleite muß insolvenz anmelden geht chef wegen insolvenzverschleppung knast defacto firma mehr lebensfähig geht grünenwähler natürlich kopp nützt tagesschau einfacher sprache,negative,0.9693671464920044,620,0,"{'anger': 0.9510370492935181, 'none of them': 0.023765238001942635, 'disgust': 0.014256038703024387, 'sadness': 0.01373953465372324, 'joy': 0.006738616153597832, 'fear': 0.003923660144209862, 'anger_linguistic': 1.0, 'anger_sentence_count': 1}",0.9510370492935181,1.0,1.0,0.003923660144209862,0.0,0.0,0.014256038703024387,0.0,0.0,0.01373953465372324,0.0,0.0,0.006738616153597832,0.0,0.0,0.023765238001942635,0.0,0.0,anger
"Du laberst doch einen Mist, habe mal ein paar skips gemacht und egal was ich mir anhörte, du laberst mist. Erstens kritisierst du den Aufbau von Friedrichs Kanal, nun im Vergleich zu dir hat er fast ne halbe Million Follower und du? Gerade mal 1000. Nun erzählst du den Kids das es früher deswegen einfacher war ein Haus zu kaufen weil es mehr Sozialbau gab, was für ein Quatsch ist das denn, so können nur Kommunisten denken. Wenn ich früher einkaufen ging, dann habe ich für 100-130 DM einen ganzen Einkaufswagen voll gehabt, das wären heutzutage nur 50 € - 65 € und was bekommst du heute für das Geld? noch nicht mal die hälfte des Einkaufswagens. Die DM war früher mehr wert, als der Euro, dazu haben Länder mit einem niedrigen Bruttosozialprodukt beigetragen wie Griechenland und Italien. Früher hast du ein Reihenhaus für 200 000 DM bekommen, das wärene heute 100 000 € dafür bekommst du heute gerade mal ein Porsche.
Ein guter Indikator ist das Gold. Eine Unze Gold kostete im Jahresdurchschnitt 1970 an den Weltmärkten umgerechnet 37,50 Dollar, heute kostet die Unze über 2100 €, das liegt daran das das Geld immer weniger Wert ist.",20,laberst mist mal paar skips gemacht egal anhörte laberst mist erstens kritisierst aufbau friedrichs kanal vergleich fast halbe million follower gerade mal erzählst kids früher deswegen einfacher haus kaufen mehr sozialbau gab quatsch kommunisten denken früher einkaufen ging ganzen einkaufswagen voll gehabt wären heutzutage bekommst heute geld mal hälfte einkaufswagens früher mehr wert euro länder niedrigen bruttosozialprodukt beigetragen griechenland italien früher hast reihenhaus bekommen wärene heute dafür bekommst heute gerade mal porsche guter indikator gold unze gold kostete jahresdurchschnitt weltmärkten umgerechnet dollar heute kostet unze liegt daran geld immer weniger wert,negative,0.9246543447176615,1140,-1,"{'anger': 0.9437959790229797, 'none of them': 0.05261160060763359, 'sadness': 0.018296359106898308, 'disgust': 0.011475648730993271, 'joy': 0.011179833672940731, 'fear': 0.0021725264377892017, 'joy_linguistic': 0.5, 'joy_sentence_count': 1, 'anger_linguistic': 0.5, 'anger_sentence_count': 1}",0.9437959790229797,0.5,1.0,0.0021725264377892017,0.0,0.0,0.011475648730993271,0.0,0.0,0.018296359106898308,0.0,0.0,0.011179833672940731,0.5,1.0,0.05261160060763359,0.0,0.0,anger
"Es reicht ja schon zu bestimmten Themen zu googeln.  Wenn ich als Patient mehr über meine Krankheit weiß als der Arzt, ist das für ihn auch schon ein Autoritätsverlust ... weil er ist ja der Gott in weiß.  Googelnde Patienten will kaum ein Arzt haben ... lieber kranke",21,reicht schon bestimmten themen googeln patient mehr krankheit weiß arzt schon autoritätsverlust gott weiß googelnde patienten kaum arzt lieber kranke,negative,0.9425832033157349,268,60,"{'anger': 0.9327951073646545, 'sadness': 0.026350367814302444, 'none of them': 0.025415832176804543, 'disgust': 0.022840093821287155, 'joy': 0.0043319216929376125, 'fear': 0.001553149544633925, 'joy_linguistic': 0.5, 'joy_sentence_count': 1, 'sadness_linguistic': 0.5, 'sadness_sentence_count': 1}",0.9327951073646545,0.0,0.0,0.001553149544633925,0.0,0.0,0.022840093821287155,0.0,0.0,0.026350367814302444,0.5,1.0,0.0043319216929376125,0.5,1.0,0.025415832176804543,0.0,0.0,anger
"Sehr geehrter Herr Lanz,

ich hin junger Lehrer in Berlin, schätze viele Ihrer Formate und Gesprächspartner, beschäftige mich viel mit Dingen, die in ihren Sendungen aufgegriffen werden, habe aber eine etwas andere - m.E. umfassendere - Sichtweise auf viele der hier diskutierten Themen und Thesen.
Mir fehlt oft die konservative Perspektive bzw. das Verständnis für das Existierende sowie seine Gründe/Berechtigung und seinen Sinn. (Es wird mit nicht einer Silbe über die Beweggründe der Skeptiker oder die Argumente für Selbsttätigkeit bspw. beim Anfertigen von Haus-/Arbeiten gesprochen!)
Sollten Sie daran interessiert sein, diese (stärker) aufzugreifen, können wir gern Kontakt aufnehmen.

Herzliche Grüße",22,geehrter herr lanz junger lehrer berlin schätze viele formate gesprächspartner beschäftige dingen sendungen aufgegriffen umfassendere sichtweise viele diskutierten themen thesen fehlt oft konservative perspektive bzw verständnis existierende sowie gründeberechtigung sinn silbe beweggründe skeptiker argumente selbsttätigkeit bspw beim anfertigen hausarbeiten gesprochen sollten daran interessiert stärker aufzugreifen gern kontakt aufnehmen herzliche grüße,negative,0.7630377113819122,710,0,"{'anger': 0.6587992906570435, 'none of them': 0.21169304847717285, 'sadness': 0.12270114570856094, 'joy': 0.007287449203431606, 'disgust': 0.002300302730873227, 'fear': 0.00020712235709652305}",0.6587992906570435,0.0,0.0,0.00020712235709652305,0.0,0.0,0.002300302730873227,0.0,0.0,0.12270114570856094,0.0,0.0,0.007287449203431606,0.0,0.0,0.21169304847717285,0.0,0.0,anger
"woooooow, als master student der Computer sprachwissenchaft und Politik Diskurs analyse, ich kann die deutsche-Arabische  ubersetzung validieren. es war 90% korrekt. ich spreche deutsch, Arabisch, Englisch, und Französisch. ich weiß sehr gut solche Technologien im bildingsystem hilfreich sind werden.",23,woooooow master student computer sprachwissenchaft politik diskurs analyse deutschearabische ubersetzung validieren korrekt spreche deutsch arabisch englisch französisch weiß gut technologien bildingsystem hilfreich,positive,0.9657121896743774,301,9,"{'none of them': 0.45576775074005127, 'joy': 0.16931180655956268, 'anger': 0.16620610654354095, 'sadness': 0.005090210121124983, 'disgust': 0.0016622489783912897, 'fear': 0.00014407263370230794, 'joy_linguistic': 0.5, 'joy_sentence_count': 1, 'none of them_linguistic': 0.5, 'none of them_sentence_count': 1}",0.16620610654354095,0.0,0.0,0.00014407263370230794,0.0,0.0,0.0016622489783912897,0.0,0.0,0.005090210121124983,0.0,0.0,0.16931180655956268,0.5,1.0,0.45576775074005127,0.5,1.0,none of them
"Könnte dem Lobo mal jemand anraten, diesen albernen Hahnenkamm abzurasieren? Er ist einfach nur lächerlich",24,lobo mal jemand anraten albernen hahnenkamm abzurasieren einfach lächerlich,negative,0.9991555213928223,106,1,"{'anger': 0.90999835729599, 'disgust': 0.11586879938840866, 'sadness': 0.02211722731590271, 'none of them': 0.016921788454055786, 'joy': 0.005910760257393122, 'fear': 0.00197362108156085, 'anger_linguistic': 1.0, 'anger_sentence_count': 1}",0.90999835729599,1.0,1.0,0.00197362108156085,0.0,0.0,0.11586879938840866,0.0,0.0,0.02211722731590271,0.0,0.0,0.005910760257393122,0.0,0.0,0.016921788454055786,0.0,0.0,anger
"ChatGPT ist eine moderne Informationszentrale. Jeder ist gut beraten, Informationen in die Praxis  umzuwandeln. Jetzt wird es  zu Wissen, denn ich weiß jetzt, ob es funktioniert oder nicht.",25,chatgpt moderne informationszentrale gut beraten informationen praxis umzuwandeln wissen weiß funktioniert,positive,0.9417891502380371,189,0,"{'none of them': 0.7949045896530151, 'anger': 0.09902509301900864, 'joy': 0.08995457738637924, 'sadness': 0.012230752035975456, 'disgust': 0.0015038162237033248, 'fear': 0.00017767312237992883, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.09902509301900864,0.0,0.0,0.00017767312237992883,0.0,0.0,0.0015038162237033248,0.0,0.0,0.012230752035975456,0.0,0.0,0.08995457738637924,1.0,1.0,0.7949045896530151,0.0,0.0,none of them
Blödes Geschwafel da. Die Sendung kann auch weg. Kein Verlust.,26,blödes geschwafel sendung verlust,negative,0.9480841755867004,62,44,"{'anger': 0.3373848497867584, 'sadness': 0.2738044261932373, 'disgust': 0.1802733987569809, 'none of them': 0.1388186812400818, 'joy': 0.0223594531416893, 'fear': 0.0002319472114322707, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.3373848497867584,0.0,0.0,0.0002319472114322707,0.0,0.0,0.1802733987569809,0.0,0.0,0.2738044261932373,1.0,1.0,0.0223594531416893,0.0,0.0,0.1388186812400818,0.0,0.0,sadness
"Solche Schulleiter..., nein tut mir leid, die Frau ist fehl am Platz....",27,schulleiter nein tut leid frau fehl platz,negative,0.9923374056816101,72,0,"{'anger': 0.7300073504447937, 'none of them': 0.08987879753112793, 'sadness': 0.0883321538567543, 'joy': 0.049173712730407715, 'disgust': 0.01927861012518406, 'fear': 7.91579659562558e-05}",0.7300073504447937,0.0,0.0,7.91579659562558e-05,0.0,0.0,0.01927861012518406,0.0,0.0,0.0883321538567543,0.0,0.0,0.049173712730407715,0.0,0.0,0.08987879753112793,0.0,0.0,anger
