comment_text,original_line,field_count,clean_text,sentiment,confidence,topic,emotions,anger,disgust,fear,joy,neutral,sadness,surprise,anger_linguistic,disgust_linguistic,fear_linguistic,joy_linguistic,neutral_linguistic,sadness_linguistic,surprise_linguistic,anger_sentence_count,disgust_sentence_count,fear_sentence_count,joy_sentence_count,neutral_sentence_count,sadness_sentence_count,surprise_sentence_count,dominant_emotion
@RaymondHng,73,7,raymondhng,neutral,0.8276700973510742,1,"{'anger': 0.008301024325191975, 'disgust': 0.005597791634500027, 'fear': 0.0031644401606172323, 'joy': 0.03913211449980736, 'neutral': 0.7670760154724121, 'sadness': 0.06855735927820206, 'surprise': 0.10817130655050278}",0.008301024325191975,0.005597791634500027,0.0031644401606172323,0.03913211449980736,0.7670760154724121,0.06855735927820206,0.10817130655050278,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@JackSkellington-h2w,75,7,jackskellingtonhw,neutral,0.8688031435012817,1,"{'anger': 0.006457929965108633, 'disgust': 0.0022200564853847027, 'fear': 0.0031476905569434166, 'joy': 0.0855121985077858, 'neutral': 0.6745001673698425, 'sadness': 0.08525742590427399, 'surprise': 0.14290444552898407}",0.006457929965108633,0.0022200564853847027,0.0031476905569434166,0.0855121985077858,0.6745001673698425,0.08525742590427399,0.14290444552898407,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@mrpearson1230,76,7,mrpearson,neutral,0.8683764934539795,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,anger
@TheAxeaman,80,7,theaxeaman,neutral,0.7308893203735352,7,"{'anger': 0.013434775173664093, 'disgust': 0.0009439787827432156, 'fear': 0.01296735554933548, 'joy': 0.09486407786607742, 'neutral': 0.7237116098403931, 'sadness': 0.05202968418598175, 'surprise': 0.10204844921827316}",0.013434775173664093,0.0009439787827432156,0.01296735554933548,0.09486407786607742,0.7237116098403931,0.05202968418598175,0.10204844921827316,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@LetsWinThisThing,84,7,letswinthisthing,positive,0.6506068110466003,2,"{'anger': 0.008707095868885517, 'disgust': 0.0032285999041050673, 'fear': 0.004616685211658478, 'joy': 0.06320562213659286, 'neutral': 0.7363067865371704, 'sadness': 0.03178057819604874, 'surprise': 0.15215466916561127}",0.008707095868885517,0.0032285999041050673,0.004616685211658478,0.06320562213659286,0.7363067865371704,0.03178057819604874,0.15215466916561127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@OhLookItsJonBoy,85,7,ohlookitsjonboy,neutral,0.7098721265792847,1,"{'anger': 0.0027312401216477156, 'disgust': 0.0013198028318583965, 'fear': 0.0017365653766319156, 'joy': 0.046225205063819885, 'neutral': 0.7760574817657471, 'sadness': 0.04063570499420166, 'surprise': 0.13129399716854095}",0.0027312401216477156,0.0013198028318583965,0.0017365653766319156,0.046225205063819885,0.7760574817657471,0.04063570499420166,0.13129399716854095,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@JackSkellington-h2w,95,7,jackskellingtonhw,neutral,0.8688031435012817,4,"{'anger': 0.006457929965108633, 'disgust': 0.0022200564853847027, 'fear': 0.0031476905569434166, 'joy': 0.0855121985077858, 'neutral': 0.6745001673698425, 'sadness': 0.08525742590427399, 'surprise': 0.14290444552898407}",0.006457929965108633,0.0022200564853847027,0.0031476905569434166,0.0855121985077858,0.6745001673698425,0.08525742590427399,0.14290444552898407,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@RaymondHng,96,7,raymondhng,neutral,0.8276700973510742,6,"{'anger': 0.008301024325191975, 'disgust': 0.005597791634500027, 'fear': 0.0031644401606172323, 'joy': 0.03913211449980736, 'neutral': 0.7670760154724121, 'sadness': 0.06855735927820206, 'surprise': 0.10817130655050278}",0.008301024325191975,0.005597791634500027,0.0031644401606172323,0.03913211449980736,0.7670760154724121,0.06855735927820206,0.10817130655050278,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@BradThePitts,105,7,bradthepitts,neutral,0.8067699670791626,4,"{'anger': 0.005938658490777016, 'disgust': 0.0027385216671973467, 'fear': 0.002283359644934535, 'joy': 0.03728892281651497, 'neutral': 0.8275631666183472, 'sadness': 0.05355240777134895, 'surprise': 0.07063502073287964}",0.005938658490777016,0.0027385216671973467,0.002283359644934535,0.03728892281651497,0.8275631666183472,0.05355240777134895,0.07063502073287964,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@AZsunflower,109,7,azsunflower,neutral,0.7336920499801636,0,"{'anger': 0.0035462884698063135, 'disgust': 0.001252423389814794, 'fear': 0.001475054188631475, 'joy': 0.04500240460038185, 'neutral': 0.7918263077735901, 'sadness': 0.04791351407766342, 'surprise': 0.10898392647504807, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.0035462884698063135,0.001252423389814794,0.001475054188631475,0.04500240460038185,0.7918263077735901,0.04791351407766342,0.10898392647504807,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,neutral
@TheLordOfNothing,114,7,thelordofnothing,neutral,0.6406561136245728,0,"{'anger': 0.0774802565574646, 'disgust': 0.009820295497775078, 'fear': 0.005322090350091457, 'joy': 0.035365503281354904, 'neutral': 0.6662307977676392, 'sadness': 0.11276654154062271, 'surprise': 0.09301454573869705}",0.0774802565574646,0.009820295497775078,0.005322090350091457,0.035365503281354904,0.6662307977676392,0.11276654154062271,0.09301454573869705,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@linguaphile42,118,7,linguaphile,neutral,0.7696951627731323,0,"{'anger': 0.02348940446972847, 'disgust': 0.09805966168642044, 'fear': 0.0156510341912508, 'joy': 0.015766071155667305, 'neutral': 0.7584151029586792, 'sadness': 0.0377221405506134, 'surprise': 0.05089655518531799}",0.02348940446972847,0.09805966168642044,0.0156510341912508,0.015766071155667305,0.7584151029586792,0.0377221405506134,0.05089655518531799,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@UncleSam-USofA,125,7,unclesamusofa,neutral,0.8587081432342529,0,"{'anger': 0.014967943541705608, 'disgust': 0.008510411716997623, 'fear': 0.005848400294780731, 'joy': 0.053715359419584274, 'neutral': 0.6143409013748169, 'sadness': 0.1492200642824173, 'surprise': 0.15339696407318115}",0.014967943541705608,0.008510411716997623,0.005848400294780731,0.053715359419584274,0.6143409013748169,0.1492200642824173,0.15339696407318115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@RaymondHng,126,7,raymondhng,neutral,0.8276700973510742,2,"{'anger': 0.008301024325191975, 'disgust': 0.005597791634500027, 'fear': 0.0031644401606172323, 'joy': 0.03913211449980736, 'neutral': 0.7670760154724121, 'sadness': 0.06855735927820206, 'surprise': 0.10817130655050278}",0.008301024325191975,0.005597791634500027,0.0031644401606172323,0.03913211449980736,0.7670760154724121,0.06855735927820206,0.10817130655050278,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@rclaughlin,129,7,rclaughlin,neutral,0.7879845499992371,1,"{'anger': 0.006160859949886799, 'disgust': 0.002334735356271267, 'fear': 0.007126981392502785, 'joy': 0.015194296836853027, 'neutral': 0.8373968601226807, 'sadness': 0.05627012997865677, 'surprise': 0.07551618665456772, 'joy_linguistic': 1.0, 'joy_sentence_count': 1}",0.006160859949886799,0.002334735356271267,0.007126981392502785,0.015194296836853027,0.8373968601226807,0.05627012997865677,0.07551618665456772,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,neutral
professionals,132,3,professionals,neutral,0.7582899332046509,0,"{'anger': 0.024760743603110313, 'disgust': 0.08626361191272736, 'fear': 0.06457630544900894, 'joy': 0.031797055155038834, 'neutral': 0.5139482617378235, 'sadness': 0.20150437951087952, 'surprise': 0.0771496593952179}",0.024760743603110313,0.08626361191272736,0.06457630544900894,0.031797055155038834,0.5139482617378235,0.20150437951087952,0.0771496593952179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
which would enable local agreements and make it easier for the employers to pay less. AFAIK,134,5,would enable local agreements make easier employers pay less afaik,neutral,0.7046659588813782,2,"{'anger': 0.013008099049329758, 'disgust': 0.003163345856592059, 'fear': 0.0035199897829443216, 'joy': 0.1408507078886032, 'neutral': 0.7881790995597839, 'sadness': 0.005022681783884764, 'surprise': 0.04625602439045906}",0.013008099049329758,0.003163345856592059,0.0035199897829443216,0.1408507078886032,0.7881790995597839,0.005022681783884764,0.04625602439045906,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
where a strike with a political agenda or other strikes supporting it are not allowed and if the strike is deemed illegal,136,4,strike political agenda strikes supporting allowed strike deemed illegal,negative,0.5256350636482239,9,"{'anger': 0.9564865231513977, 'disgust': 0.0018734106561169028, 'fear': 0.033820025622844696, 'joy': 0.0015399391995742917, 'neutral': 0.002512499922886491, 'sadness': 0.002441438613459468, 'surprise': 0.0013262121938169003, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.9564865231513977,0.0018734106561169028,0.033820025622844696,0.0015399391995742917,0.002512499922886491,0.002441438613459468,0.0013262121938169003,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,anger
laws or interaction from the people in power,138,3,laws interaction people power,neutral,0.8163317441940308,0,"{'anger': 0.18479952216148376, 'disgust': 0.0829193964600563, 'fear': 0.020989827811717987, 'joy': 0.02915039099752903, 'neutral': 0.5959504842758179, 'sadness': 0.024697544053196907, 'surprise': 0.061492834240198135}",0.18479952216148376,0.0829193964600563,0.020989827811717987,0.02915039099752903,0.5959504842758179,0.024697544053196907,0.061492834240198135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
"but at the same time the populists are doing the same informational acrobatics as the Russian officials. The same officials and ministers are known for blocking anyone on Twitter who dare to make any dissenting or critical comments to them.,,NNco4dayC1M",140,2,time populists informational acrobatics russian officials officials ministers known blocking anyone twitter dare make dissenting critical comments themnncodaycm,negative,0.6037744283676147,0,"{'anger': 0.6167200803756714, 'disgust': 0.00129397411365062, 'fear': 0.3672734200954437, 'joy': 0.0038004659581929445, 'neutral': 0.003963333088904619, 'sadness': 0.004860100336372852, 'surprise': 0.002088620327413082}",0.6167200803756714,0.00129397411365062,0.3672734200954437,0.0038004659581929445,0.003963333088904619,0.004860100336372852,0.002088620327413082,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,anger
@AZsunflower,148,7,azsunflower,neutral,0.7336920499801636,1,"{'anger': 0.0035462884698063135, 'disgust': 0.001252423389814794, 'fear': 0.001475054188631475, 'joy': 0.04500240460038185, 'neutral': 0.7918263077735901, 'sadness': 0.04791351407766342, 'surprise': 0.10898392647504807, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.0035462884698063135,0.001252423389814794,0.001475054188631475,0.04500240460038185,0.7918263077735901,0.04791351407766342,0.10898392647504807,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,neutral
without the evidence,156,2,without evidence,neutral,0.6758795976638794,1,"{'anger': 0.30155763030052185, 'disgust': 0.1355261206626892, 'fear': 0.015857599675655365, 'joy': 0.003677764441817999, 'neutral': 0.22733952105045319, 'sadness': 0.30614620447158813, 'surprise': 0.009895187802612782}",0.30155763030052185,0.1355261206626892,0.015857599675655365,0.003677764441817999,0.22733952105045319,0.30614620447158813,0.009895187802612782,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,sadness
"some real issues there actually. But not ghettos.,,NNco4dayC1M",175,2,real issues actually ghettosnncodaycm,negative,0.5569204092025757,1,"{'anger': 0.011014355346560478, 'disgust': 0.001137299812398851, 'fear': 0.005977556575089693, 'joy': 0.016680361703038216, 'neutral': 0.6852577924728394, 'sadness': 0.12133142352104187, 'surprise': 0.15860114991664886, 'neutral_linguistic': 2.0, 'neutral_sentence_count': 1}",0.011014355346560478,0.001137299812398851,0.005977556575089693,0.016680361703038216,0.6852577924728394,0.12133142352104187,0.15860114991664886,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,1,0,0,neutral
@peterwaugh4734,179,7,peterwaugh,neutral,0.799799919128418,0,"{'anger': 0.01085118018090725, 'disgust': 0.005082577932626009, 'fear': 0.004026064183562994, 'joy': 0.0215992983430624, 'neutral': 0.860537588596344, 'sadness': 0.02775816060602665, 'surprise': 0.07014510035514832}",0.01085118018090725,0.005082577932626009,0.004026064183562994,0.0215992983430624,0.860537588596344,0.02775816060602665,0.07014510035514832,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@AZsunflower,181,7,azsunflower,neutral,0.7336920499801636,1,"{'anger': 0.0035462884698063135, 'disgust': 0.001252423389814794, 'fear': 0.001475054188631475, 'joy': 0.04500240460038185, 'neutral': 0.7918263077735901, 'sadness': 0.04791351407766342, 'surprise': 0.10898392647504807, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.0035462884698063135,0.001252423389814794,0.001475054188631475,0.04500240460038185,0.7918263077735901,0.04791351407766342,0.10898392647504807,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,neutral
@matthewscopelite5303,182,5,matthewscopelite,neutral,0.784699559211731,5,"{'anger': 0.0052154697477817535, 'disgust': 0.0010350958909839392, 'fear': 0.002525702118873596, 'joy': 0.03513946011662483, 'neutral': 0.889288067817688, 'sadness': 0.014327920973300934, 'surprise': 0.05246824398636818}",0.0052154697477817535,0.0010350958909839392,0.002525702118873596,0.03513946011662483,0.889288067817688,0.014327920973300934,0.05246824398636818,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
our schools do not perform their primary purpose,184,4,schools perform primary purpose,negative,0.7866339683532715,7,"{'anger': 0.05137224495410919, 'disgust': 0.023578010499477386, 'fear': 0.0060649593360722065, 'joy': 0.043260201811790466, 'neutral': 0.8373264670372009, 'sadness': 0.018387218937277794, 'surprise': 0.02001088857650757}",0.05137224495410919,0.023578010499477386,0.0060649593360722065,0.043260201811790466,0.8373264670372009,0.018387218937277794,0.02001088857650757,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
(being an educator himself) makes Education his crusade and top priority when he gets into office.,186,2,educator makes education crusade top priority gets office,neutral,0.5084447860717773,1,"{'anger': 0.1656041443347931, 'disgust': 0.013280756771564484, 'fear': 0.015536872670054436, 'joy': 0.07038222998380661, 'neutral': 0.6726811528205872, 'sadness': 0.010200855322182178, 'surprise': 0.052313920110464096, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.1656041443347931,0.013280756771564484,0.015536872670054436,0.07038222998380661,0.6726811528205872,0.010200855322182178,0.052313920110464096,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,neutral
"please join me in this ardent prayer),,NNco4dayC1M",188,2,please join ardent prayernncodaycm,positive,0.7354573011398315,2,"{'anger': 0.024618687108159065, 'disgust': 0.0011554488446563482, 'fear': 0.007311703637242317, 'joy': 0.05687885358929634, 'neutral': 0.8119463920593262, 'sadness': 0.038590047508478165, 'surprise': 0.05949894338846207}",0.024618687108159065,0.0011554488446563482,0.007311703637242317,0.05687885358929634,0.8119463920593262,0.038590047508478165,0.05949894338846207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@unknownentity8256,198,7,unknownentity,neutral,0.7575907707214355,9,"{'anger': 0.04246210679411888, 'disgust': 0.021426986902952194, 'fear': 0.07455628365278244, 'joy': 0.010905992239713669, 'neutral': 0.6550938487052917, 'sadness': 0.04678000137209892, 'surprise': 0.14877480268478394, 'fear_linguistic': 1.0, 'fear_sentence_count': 1}",0.04246210679411888,0.021426986902952194,0.07455628365278244,0.010905992239713669,0.6550938487052917,0.04678000137209892,0.14877480268478394,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,fear
@tomhill6559,200,7,tomhill,neutral,0.7857460379600525,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,anger
so I have a hard time to find an argument which to answer,203,3,hard time find argument answer,negative,0.7009522318840027,0,"{'anger': 0.012571755796670914, 'disgust': 0.005850573070347309, 'fear': 0.004538663197308779, 'joy': 0.0036040691193193197, 'neutral': 0.8632514476776123, 'sadness': 0.023809973150491714, 'surprise': 0.08637354522943497}",0.012571755796670914,0.005850573070347309,0.004538663197308779,0.0036040691193193197,0.8632514476776123,0.023809973150491714,0.08637354522943497,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
and they hadn't been a government party since 2014. Before that the last time Vasemmisto was in government was in 2003 - So I have no idea what you mean by that last 20-years,205,3,hadnt government party since last time vasemmisto government idea mean last years,neutral,0.5434802770614624,6,"{'anger': 0.03038514032959938, 'disgust': 0.012326029129326344, 'fear': 0.010328223928809166, 'joy': 0.013893747702240944, 'neutral': 0.49830594658851624, 'sadness': 0.15232372283935547, 'surprise': 0.282437264919281, 'joy_linguistic': 1.0, 'anger_linguistic': 1.0, 'joy_sentence_count': 1, 'anger_sentence_count': 1}",0.03038514032959938,0.012326029129326344,0.010328223928809166,0.013893747702240944,0.49830594658851624,0.15232372283935547,0.282437264919281,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,anger
@LetsWinThisThing,209,7,letswinthisthing,positive,0.6506068110466003,4,"{'anger': 0.008707095868885517, 'disgust': 0.0032285999041050673, 'fear': 0.004616685211658478, 'joy': 0.06320562213659286, 'neutral': 0.7363067865371704, 'sadness': 0.03178057819604874, 'surprise': 0.15215466916561127}",0.008707095868885517,0.0032285999041050673,0.004616685211658478,0.06320562213659286,0.7363067865371704,0.03178057819604874,0.15215466916561127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@JNacoustic,217,7,jnacoustic,neutral,0.8136399388313293,4,"{'anger': 0.007450740784406662, 'disgust': 0.0016099356580525637, 'fear': 0.0108282919973135, 'joy': 0.10888661444187164, 'neutral': 0.6185821294784546, 'sadness': 0.12627433240413666, 'surprise': 0.12636803090572357}",0.007450740784406662,0.0016099356580525637,0.0108282919973135,0.10888661444187164,0.6185821294784546,0.12627433240413666,0.12636803090572357,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@rickbethwhite3479,221,7,rickbethwhite,neutral,0.7737576365470886,8,"{'anger': 0.006563539616763592, 'disgust': 0.0017016440397128463, 'fear': 0.002842897782102227, 'joy': 0.03409207984805107, 'neutral': 0.8278257250785828, 'sadness': 0.04568375274538994, 'surprise': 0.08129039406776428}",0.006563539616763592,0.0017016440397128463,0.002842897782102227,0.03409207984805107,0.8278257250785828,0.04568375274538994,0.08129039406776428,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@TheAxeaman,228,7,theaxeaman,neutral,0.7308893203735352,3,"{'anger': 0.013434775173664093, 'disgust': 0.0009439787827432156, 'fear': 0.01296735554933548, 'joy': 0.09486407786607742, 'neutral': 0.7237116098403931, 'sadness': 0.05202968418598175, 'surprise': 0.10204844921827316}",0.013434775173664093,0.0009439787827432156,0.01296735554933548,0.09486407786607742,0.7237116098403931,0.05202968418598175,0.10204844921827316,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@CharlesTheV1st,248,7,charlesthevst,neutral,0.7658752202987671,0,"{'anger': 0.015329021029174328, 'disgust': 0.00743112014606595, 'fear': 0.008497287519276142, 'joy': 0.023741068318486214, 'neutral': 0.8120976090431213, 'sadness': 0.04393092915415764, 'surprise': 0.08897292613983154}",0.015329021029174328,0.00743112014606595,0.008497287519276142,0.023741068318486214,0.8120976090431213,0.04393092915415764,0.08897292613983154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@Joshua-by4qv,253,7,joshuabyqv,neutral,0.8249789476394653,0,"{'anger': 0.012685546651482582, 'disgust': 0.00965797994285822, 'fear': 0.013579009100794792, 'joy': 0.026218125596642494, 'neutral': 0.7920355200767517, 'sadness': 0.058004606515169144, 'surprise': 0.08781933039426804}",0.012685546651482582,0.00965797994285822,0.013579009100794792,0.026218125596642494,0.7920355200767517,0.058004606515169144,0.08781933039426804,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@thericster5541,262,7,thericster,neutral,0.765483021736145,1,"{'anger': 0.012255184352397919, 'disgust': 0.019208654761314392, 'fear': 0.0064779892563819885, 'joy': 0.029506025835871696, 'neutral': 0.8389083743095398, 'sadness': 0.022028816863894463, 'surprise': 0.07161492109298706}",0.012255184352397919,0.019208654761314392,0.0064779892563819885,0.029506025835871696,0.8389083743095398,0.022028816863894463,0.07161492109298706,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,neutral
@FollowTheJohn,279,7,followthejohn,neutral,0.8282370567321777,1,"{'anger': 0.012206929735839367, 'disgust': 0.0008287454256787896, 'fear': 0.00284456554800272, 'joy': 0.037472836673259735, 'neutral': 0.8437654972076416, 'sadness': 0.02185029722750187, 'surprise': 0.08103112876415253, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.012206929735839367,0.0008287454256787896,0.00284456554800272,0.037472836673259735,0.8437654972076416,0.02185029722750187,0.08103112876415253,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,neutral
